timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
19 126 141 0.3919212006401125 0.008078799359887534
26 85 90 0.3919325125924162 0.00806748740758384
27 85 90 0.3919325125924162 0.00806748740758384
29 208 213 0.3911686976102901 0.008831302389709916
39 303 344 0.39290748692346 0.007092513076540019
39 319 337 0.39984291539663885 1.5708460336116836E-4
40 53 75 0.39894207244942775 0.0010579275505722685
41 5 42 0.39467568950998505 0.005324310490014972
42 5 42 0.39467568950998505 0.005324310490014972
43 5 42 0.39467568950998505 0.005324310490014972
43 15 48 0.3978423461214959 0.00215765387850414
44 5 42 0.39467568950998505 0.005324310490014972
44 15 48 0.3978423461214959 0.00215765387850414
44 53 60 0.3959217513733724 0.004078248626627645
44 119 181 0.3974952705355646 0.002504729464435418
45 5 42 0.39467568950998505 0.005324310490014972
45 15 48 0.3978423461214959 0.00215765387850414
45 53 60 0.3959217513733724 0.004078248626627645
45 239 289 0.3902072651467969 0.009792734853203144
46 5 42 0.39467568950998505 0.005324310490014972
46 15 48 0.3978423461214959 0.00215765387850414
46 53 60 0.3959217513733724 0.004078248626627645
47 5 42 0.39467568950998505 0.005324310490014972
47 15 48 0.3978423461214959 0.00215765387850414
47 53 60 0.3959217513733724 0.004078248626627645
47 364 409 0.39569234563111183 0.004307654368888192
48 5 42 0.39467568950998505 0.005324310490014972
48 15 48 0.3978423461214959 0.00215765387850414
48 22 83 0.3966438239869996 0.0033561760130004226
48 53 60 0.3959217513733724 0.004078248626627645
48 364 409 0.39090022697041044 0.009099773029589586
49 5 42 0.39467568950998505 0.005324310490014972
49 15 48 0.3978423461214959 0.00215765387850414
49 22 83 0.3966438239869996 0.0033561760130004226
49 53 60 0.3959217513733724 0.004078248626627645
49 364 409 0.39090022697041044 0.009099773029589586
50 5 42 0.39467568950998505 0.005324310490014972
50 15 48 0.3978423461214959 0.00215765387850414
50 22 83 0.3966438239869996 0.0033561760130004226
50 52 106 0.3990036849977759 9.963150022241352E-4
50 53 60 0.3959217513733724 0.004078248626627645
51 5 42 0.39467568950998505 0.005324310490014972
51 15 48 0.3978423461214959 0.00215765387850414
51 22 83 0.3966438239869996 0.0033561760130004226
51 53 60 0.3959217513733724 0.004078248626627645
52 5 42 0.39467568950998505 0.005324310490014972
52 15 48 0.3978423461214959 0.00215765387850414
52 16 77 0.39108605414687453 0.008913945853125493
52 22 83 0.3966438239869996 0.0033561760130004226
52 53 60 0.3959217513733724 0.004078248626627645
52 53 77 0.3881348182773434 0.011865181722656604
53 5 42 0.39467568950998505 0.005324310490014972
53 15 48 0.3978423461214959 0.00215765387850414
53 16 77 0.39108605414687453 0.008913945853125493
53 22 83 0.3966438239869996 0.0033561760130004226
53 38 91 0.3961768041913297 0.003823195808670299
53 53 60 0.3959217513733724 0.004078248626627645
53 53 77 0.3881348182773434 0.011865181722656604
54 5 42 0.39467568950998505 0.005324310490014972
54 15 48 0.3978423461214959 0.00215765387850414
54 16 77 0.39108605414687453 0.008913945853125493
54 22 83 0.3966438239869996 0.0033561760130004226
54 38 91 0.3961768041913297 0.003823195808670299
54 53 60 0.3959217513733724 0.004078248626627645
54 53 77 0.3881348182773434 0.011865181722656604
54 298 342 0.3964023928520738 0.0035976071479262295
55 5 42 0.39467568950998505 0.005324310490014972
55 15 48 0.3978423461214959 0.00215765387850414
55 16 77 0.39108605414687453 0.008913945853125493
55 22 83 0.3966438239869996 0.0033561760130004226
55 38 91 0.3961768041913297 0.003823195808670299
55 53 60 0.3959217513733724 0.004078248626627645
55 53 77 0.3881348182773434 0.011865181722656604
56 5 42 0.39467568950998505 0.005324310490014972
56 15 48 0.3978423461214959 0.00215765387850414
56 16 77 0.39108605414687453 0.008913945853125493
56 22 83 0.3966438239869996 0.0033561760130004226
56 38 91 0.3961768041913297 0.003823195808670299
56 53 60 0.3959217513733724 0.004078248626627645
56 53 77 0.3881348182773434 0.011865181722656604
57 5 42 0.39467568950998505 0.005324310490014972
57 15 48 0.3978423461214959 0.00215765387850414
57 16 77 0.39108605414687453 0.008913945853125493
57 22 83 0.3966438239869996 0.0033561760130004226
57 38 91 0.3961768041913297 0.003823195808670299
57 53 60 0.3959217513733724 0.004078248626627645
57 53 77 0.3881348182773434 0.011865181722656604
58 5 42 0.39467568950998505 0.005324310490014972
58 15 48 0.3978423461214959 0.00215765387850414
58 16 77 0.39108605414687453 0.008913945853125493
58 22 83 0.3966438239869996 0.0033561760130004226
58 24 93 0.39630326095399765 0.003696739046002373
58 38 91 0.3961768041913297 0.003823195808670299
58 53 60 0.3959217513733724 0.004078248626627645
58 53 77 0.3881348182773434 0.011865181722656604
59 5 42 0.39467568950998505 0.005324310490014972
59 8 164 0.3906223986334566 0.00937760136654342
59 15 48 0.3978423461214959 0.00215765387850414
59 16 77 0.39108605414687453 0.008913945853125493
59 22 83 0.3966438239869996 0.0033561760130004226
59 24 93 0.39630326095399765 0.003696739046002373
59 38 91 0.3961768041913297 0.003823195808670299
59 53 60 0.3959217513733724 0.004078248626627645
59 53 77 0.3881348182773434 0.011865181722656604
59 61 164 0.3902294178890001 0.009770582110999904
59 441 476 0.3991227203688574 8.772796311426467E-4
60 5 42 0.39467568950998505 0.005324310490014972
60 8 164 0.3906223986334566 0.00937760136654342
60 12 63 0.3916918173205069 0.008308182679493126
